Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Price
Renault,Kiger,RXT,SUV,Manual,Diesel,2022,155342,1st,Telangana,No,866250
Hyundai,Verna,SX(O),Sedan,Manual,Petrol,2008,40594,1st,Maharashtra,No,574750
Kia,Carens,HTE,MPV,Manual,Petrol,2023,36339,1st,Maharashtra,No,1210000
Ford,Aspire,Trend+,Sedan,Manual,Petrol,2019,112532,1st,Maharashtra,No,713212
Mahindra,XUV500,W10,SUV,Manual,CNG,2014,98241,2nd,Delhi,Yes,567062
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2019,51925,2nd,Chhattisgarh,No,712773
Ford,Figo,Titanium,Sedan,Manual,Petrol,2012,71742,2nd,Delhi,No,704045
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2016,64598,1st,Maharashtra,No,321552
Toyota,Fortuner,G,SUV,Manual,Diesel,2023,132032,2nd,Rajasthan,Yes,321646
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2020,150018,1st,Tamil Nadu,No,445500
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2014,84582,3rd+,Madhya Pradesh,No,654588
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2019,85799,2nd,Maharashtra,No,764007
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2022,145531,1st,Karnataka,No,412500
Tata,Harrier,XT,SUV,Manual,CNG,2022,35863,1st,West Bengal,No,1206975
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2007,48835,2nd,Delhi,No,459993
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2017,71277,1st,Maharashtra,No,1138830
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2023,156117,2nd,Maharashtra,No,1161600
Maruti Suzuki,Celerio,V,Hatchback,Manual,Petrol,2015,67488,2nd,Delhi,No,1002170
Mahindra,Thar,AX7,SUV,Manual,Petrol,2019,106117,1st,West Bengal,No,1030837
Toyota,Etios,G+,Sedan,Manual,Hybrid,2010,47852,2nd,Karnataka,No,955924
Honda,Brio,ZX,Hatchback,Manual,Petrol,2019,171600,1st,Maharashtra,No,311850
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2019,158600,1st,Rajasthan,No,897749
Toyota,Fortuner,G+,SUV,Manual,Petrol,2012,36686,1st,Telangana,No,571725
Nissan,Terrano,XV Premium,SUV,Manual,Diesel,2017,84941,1st,Delhi,No,914413
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2015,80300,1st,Haryana,No,289275
Maruti Suzuki,Ertiga,ZX,MPV,Automatic,Petrol,2022,67051,1st,Tamil Nadu,No,1250607
Maruti Suzuki,WagonR,L,Hatchback,Automatic,CNG,2002,171766,3rd+,West Bengal,No,238981
MG,Astor,Sharp,SUV,Manual,Petrol,2021,82538,1st,Bihar,No,694260
Maruti Suzuki,Ignis,V,Hatchback,Automatic,Petrol,2020,88315,2nd,Gujarat,No,277912
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2003,153183,2nd,Maharashtra,No,268329
Hyundai,Grand i10,Era,Hatchback,Manual,Petrol,2020,62997,2nd,Tamil Nadu,No,505296
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Diesel,2021,88648,1st,Maharashtra,No,2000130
Volkswagen,Vento,Trendline,Sedan,Manual,Petrol,2012,60469,1st,Maharashtra,No,850055
Honda,WR-V,S,SUV,Manual,CNG,2020,87053,2nd,Gujarat,No,1008065
Hyundai,Verna,Base,Sedan,Manual,Petrol,2013,61470,1st,Punjab,No,129553
Hyundai,i20,SX(O),Hatchback,Manual,Petrol,2019,176393,1st,Maharashtra,No,519750
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2015,134642,1st,Maharashtra,No,346500
Honda,City,S,Sedan,Manual,Diesel,2006,67493,1st,Maharashtra,No,300019
Hyundai,Grand i10,SX(O),Hatchback,Manual,Petrol,2022,24010,1st,Tamil Nadu,No,1650000
Honda,Jazz,E,Sedan,Manual,Petrol,2014,86969,2nd,Jammu & Kashmir,No,152009
Toyota,Urban Cruiser,G+,SUV,Automatic,Petrol,2022,96445,1st,Madhya Pradesh,No,1431911
Ford,Endeavour,Ambiente,SUV,Manual,Diesel,2017,143706,1st,Rajasthan,No,628425
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Diesel,2009,131503,2nd,Tamil Nadu,Yes,599793
Ford,Endeavour,Trend+,SUV,Automatic,Petrol,2009,141572,2nd,Telangana,No,184476
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2019,142971,1st,Delhi,No,274312
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2020,106680,2nd,Madhya Pradesh,No,1151172
Maruti Suzuki,Ertiga,ZX,MPV,Manual,CNG,2017,92217,2nd,Gujarat,No,302419
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Diesel,2023,59162,2nd,Gujarat,No,363813
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,CNG,2022,54477,1st,Punjab,No,1271983
Tata,Nexon,XZA+,SUV,Manual,Diesel,2018,156536,1st,Delhi,No,970200
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2021,115612,1st,Delhi,No,1650000
MG,Hector,Savvy,SUV,Manual,Petrol,2019,88271,1st,Rajasthan,No,303738
Honda,Jazz,VX,Sedan,Manual,Petrol,2018,49530,2nd,Gujarat,Yes,726545
Hyundai,Aura,Sportz,Sedan,Manual,Petrol,2023,133698,1st,Telangana,No,940500
Toyota,Fortuner,G+,SUV,Manual,Diesel,2014,179809,3rd+,Rajasthan,No,432042
Renault,Duster,RXL,SUV,Manual,Petrol,2022,158342,1st,West Bengal,No,866250
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2020,157020,1st,Gujarat,No,779625
Toyota,Fortuner,V,SUV,Manual,Petrol,2012,59167,1st,Madhya Pradesh,No,477303
Mahindra,Scorpio,W8,SUV,Automatic,CNG,2003,31498,1st,Uttar Pradesh,No,1146626
Tata,Tigor,XZA+,Sedan,Manual,Petrol,2020,132005,2nd,Punjab,No,655215
Honda,City,ZX,Sedan,Manual,CNG,2003,67261,2nd,Punjab,No,272933
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2013,17211,2nd,Maharashtra,No,758670
Tata,Tiago,XM,Hatchback,Manual,Petrol,2023,16370,1st,Karnataka,No,1100000
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2001,141445,3rd+,Odisha,No,366795
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2010,164500,2nd,Jharkhand,No,556932
Toyota,Urban Cruiser,G+,SUV,Manual,Petrol,2021,74199,1st,West Bengal,No,1105335
Hyundai,Creta,SX(O),SUV,Manual,Petrol,2020,165944,1st,Uttar Pradesh,No,523687
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2020,168380,2nd,Maharashtra,No,620730
Jaguar,F-Pace,Portfolio,Luxury,Automatic,Diesel,2023,146394,1st,Maharashtra,Yes,268550
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2023,95057,2nd,Karnataka,No,460829
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2016,10456,2nd,Maharashtra,No,951350
Maruti Suzuki,Celerio,L,Hatchback,Automatic,Diesel,2015,56977,1st,Tamil Nadu,No,1202604
Kia,Carens,HTX+,MPV,Manual,CNG,2023,67668,1st,Maharashtra,No,1363725
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Diesel,2011,145519,2nd,Karnataka,No,737427
Volkswagen,Vento,Highline,Sedan,Manual,Diesel,2022,111204,1st,West Bengal,No,1018875
Hyundai,Venue,Era,SUV,Automatic,Petrol,2019,21479,1st,Rajasthan,No,1305727
Maruti Suzuki,Celerio,Base,Hatchback,Manual,CNG,2020,29887,1st,Chandigarh,No,992750
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2021,118226,2nd,Tamil Nadu,No,914760
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,Diesel,2016,153373,1st,Maharashtra,No,1303533
Hyundai,Aura,SX,Sedan,Manual,Petrol,2020,156631,1st,Telangana,No,391875
Mahindra,XUV500,W10,SUV,Manual,CNG,2018,90757,2nd,Delhi,No,705645
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2011,88730,2nd,Kerala,No,401306
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2019,118029,1st,Maharashtra,Yes,722616
Hyundai,Venue,Era,SUV,Manual,Diesel,2021,87279,2nd,Telangana,No,884268
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2015,105865,1st,Karnataka,No,1097250
Honda,WR-V,VX,SUV,Manual,Diesel,2019,128544,2nd,Delhi,No,160083
Hyundai,Grand i10,Sportz,Hatchback,Manual,Petrol,2022,54641,2nd,Maharashtra,No,1010592
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2018,38685,2nd,Telangana,No,1084160
Honda,Jazz,V,Sedan,Manual,Petrol,2016,106041,2nd,Delhi,No,434511
Maruti Suzuki,Ignis,Z,Hatchback,Manual,CNG,2022,121054,2nd,Gujarat,No,434511
Toyota,Etios,E,Sedan,Manual,Petrol,2010,26402,2nd,Delhi,No,1011560
Tata,Tiago,XM,Hatchback,Manual,Diesel,2017,47870,1st,Delhi,No,1463000
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2023,89924,1st,Tamil Nadu,No,1860408
Maruti Suzuki,Swift,L,Sedan,Manual,CNG,2019,112005,1st,Telangana,No,900622
Mahindra,Scorpio,W6,SUV,Manual,Diesel,2006,44098,1st,Rajasthan,No,713212
Hyundai,i10,Base,Hatchback,Manual,Diesel,2013,105829,2nd,Delhi,No,439230
Tata,Tigor,XZA,Sedan,Manual,Petrol,2018,154348,2nd,Delhi,No,289674
Hyundai,Aura,Base,Sedan,Manual,Diesel,2021,115705,2nd,Maharashtra,No,620730
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2018,168772,1st,Telangana,No,997920
Renault,Duster,RXZ,SUV,Manual,Diesel,2014,23313,1st,Tamil Nadu,No,571725
Ford,Figo,Titanium+,Sedan,Manual,Diesel,2014,77157,2nd,Delhi,No,528034
Hyundai,i10,SX,Hatchback,Manual,Diesel,2009,87026,2nd,Gujarat,No,880057
Hyundai,i10,Asta,Hatchback,Manual,Petrol,2010,54734,1st,Kerala,No,727320
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2006,159038,3rd+,Punjab,No,253935
Toyota,Etios,ZX,Sedan,Manual,Petrol,2018,27796,1st,Karnataka,No,1106028
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2006,145805,2nd,Telangana,No,319440
Ford,Figo,Trend+,Sedan,Manual,Petrol,2013,117467,3rd+,Gujarat,No,387956
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2013,67892,1st,Karnataka,No,842160
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2017,126924,1st,Odisha,No,366581
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2021,97001,2nd,Delhi,No,795841
Hyundai,Creta,Asta,SUV,Manual,Petrol,2021,78319,1st,Punjab,No,781042
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2020,173841,2nd,Maharashtra,No,1115136
Honda,WR-V,E,SUV,Manual,Petrol,2020,151597,2nd,Uttar Pradesh,No,987525
Maruti Suzuki,Swift,Z,Sedan,Automatic,Petrol,2008,162183,2nd,West Bengal,No,744824
Maruti Suzuki,Ertiga,Z,MPV,Manual,Diesel,2018,86665,2nd,Gujarat,No,433291
Toyota,Fortuner,V,SUV,Manual,Diesel,2013,70451,1st,Karnataka,No,221067
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2021,114448,2nd,Rajasthan,No,724185
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2023,35063,1st,Maharashtra,No,1039500
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2011,85459,2nd,Karnataka,Yes,547424
Toyota,Innova,G+,MPV,Manual,CNG,2005,169446,2nd,Kerala,No,294846
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2019,166532,2nd,Gujarat,No,863940
Tata,Harrier,XE,SUV,Manual,CNG,2019,50157,2nd,Tamil Nadu,No,588038
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2019,168826,1st,Karnataka,No,776160
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2015,166378,1st,Rajasthan,No,900243
Maruti Suzuki,WagonR,Z,Hatchback,Automatic,Diesel,2017,11819,2nd,Jammu & Kashmir,No,1351812
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2023,67028,2nd,Maharashtra,No,926376
Ford,EcoSport,Sports,SUV,Manual,Petrol,2015,110158,1st,Gujarat,No,242550
Honda,City,V,Sedan,Manual,Petrol,2005,156650,3rd+,Delhi,No,549604
Ford,Endeavour,Titanium+,SUV,Manual,Diesel,2014,169310,2nd,Gujarat,No,209632
Hyundai,i10,Asta,Hatchback,Manual,Diesel,2013,154394,3rd+,Gujarat,No,408375
Hyundai,i10,Sportz,Hatchback,Automatic,Petrol,2008,112774,2nd,Karnataka,No,570999
Tata,Tigor,XM,Sedan,Automatic,CNG,2021,120498,1st,Andhra Pradesh,No,353667
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2023,159129,1st,Rajasthan,No,783750
Mahindra,Scorpio,W4,SUV,Manual,Petrol,2017,22216,1st,Rajasthan,No,488774
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2021,178690,1st,Delhi,No,1645875
Hyundai,Venue,Sportz,SUV,Manual,Diesel,2023,163999,1st,Uttar Pradesh,No,448875
Volkswagen,Taigun,Highline,SUV,Automatic,CNG,2023,123770,2nd,Telangana,No,1194905
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Diesel,2020,97666,2nd,Delhi,No,363813
Hyundai,Grand i10,SX,Hatchback,Manual,Petrol,2019,69186,1st,Delhi,No,1004850
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2022,56468,1st,Gujarat,No,698227
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2020,150087,2nd,Delhi,No,1295910
Hyundai,Venue,Magna,SUV,Manual,Petrol,2021,82731,1st,Madhya Pradesh,No,607477
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2016,117047,2nd,Karnataka,No,987940
Hyundai,Verna,Asta,Sedan,Automatic,Petrol,2021,17156,1st,Kerala,No,1389850
Mahindra,TUV300,AX5,SUV,Automatic,Petrol,2018,173419,1st,Tamil Nadu,No,1067220
Hyundai,Grand i10,Era,Hatchback,Automatic,Petrol,2019,56745,2nd,Bihar,No,952061
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,CNG,2020,150125,2nd,West Bengal,No,1147109
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2020,10086,1st,Uttar Pradesh,No,1128600
Jaguar,F-Pace,Pure,Luxury,Manual,CNG,2017,23878,2nd,Gujarat,No,495664
Hyundai,Grand i10,Base,Hatchback,Manual,Petrol,2013,40737,2nd,Gujarat,No,479160
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2017,23990,1st,Delhi,No,693000
Nissan,Terrano,XV Premium (O),SUV,Manual,CNG,2015,70826,1st,Rajasthan,No,981076
Tata,Harrier,XM,SUV,Manual,Diesel,2020,179658,2nd,Assam,No,1119195
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2010,94016,2nd,Maharashtra,No,231594
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2018,62291,2nd,Delhi,Yes,184981
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2004,173948,2nd,Maharashtra,No,383328
Hyundai,Aura,SX,Sedan,Manual,Diesel,2023,11337,1st,Telangana,No,313500
Mahindra,Scorpio,AX5,SUV,Manual,Petrol,2012,178928,3rd+,Karnataka,No,500259
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2019,165266,1st,Karnataka,No,635250
Honda,Amaze,VX,Sedan,Manual,Petrol,2015,149547,1st,Karnataka,No,1042387
Ford,Aspire,Trend,Sedan,Manual,Petrol,2018,111033,1st,Tamil Nadu,Yes,458419
Ford,Aspire,Titanium+,Sedan,Manual,Petrol,2017,163906,1st,Karnataka,No,877800
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2010,53493,1st,West Bengal,No,526350
Honda,City,S,Sedan,Manual,Hybrid,2003,114685,3rd+,Tamil Nadu,No,305515
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2021,168454,1st,Delhi,No,837985
Ford,Figo,Sports,Sedan,Manual,Petrol,2013,176114,2nd,Maharashtra,No,417268
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2019,12922,2nd,Jharkhand,Yes,375406
Honda,WR-V,S,SUV,Manual,Diesel,2022,18813,1st,Delhi,No,924000
Hyundai,i20,Base,Hatchback,Manual,Electric,2013,82180,3rd+,Maharashtra,No,347391
Honda,Brio,VX,Hatchback,Manual,Hybrid,2019,22686,2nd,Kerala,No,614460
Hyundai,Grand i10,SX(O),Hatchback,Manual,Diesel,2014,38654,1st,Tamil Nadu,No,1149500
Mahindra,TUV300,AX7,SUV,Automatic,Diesel,2019,32001,1st,North East,No,384037
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Diesel,2019,45427,2nd,Delhi,No,1170892
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2021,169352,1st,Maharashtra,No,577500
Ford,Aspire,Ambiente,Sedan,Manual,Petrol,2016,112907,1st,Maharashtra,No,493762
Toyota,Glanza,E,Hatchback,Manual,Diesel,2022,94234,1st,Maharashtra,No,1052700
Honda,Amaze,ZX,Sedan,Automatic,Petrol,2022,52025,2nd,Tamil Nadu,No,1140554
BMW,5 Series,Sport,Luxury,Manual,Petrol,2001,115504,3rd+,Maharashtra,No,224606
Maruti Suzuki,WagonR,Z,Hatchback,Manual,CNG,2007,179525,3rd+,Karnataka,No,577084
Maruti Suzuki,Ertiga,Z,MPV,Manual,Diesel,2017,91219,2nd,Delhi,Yes,283442
Ford,Figo,Titanium+,Sedan,Manual,Petrol,2014,117242,2nd,Goa,No,589693
Nissan,Sunny,XE,Sedan,Manual,CNG,2016,122205,1st,Andhra Pradesh,No,315085
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2020,139685,1st,Rajasthan,No,1271812
Maruti Suzuki,Swift,V,Sedan,Manual,Diesel,2019,120980,2nd,Maharashtra,Yes,506466
Chevrolet,Beat,LTZ,Hatchback,Automatic,Diesel,2017,167090,2nd,Kerala,Yes,529262
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Diesel,2015,116941,1st,Karnataka,No,808500
Tata,Altroz,XT,Hatchback,Automatic,CNG,2022,177342,2nd,Gujarat,No,303468
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,CNG,2019,148419,2nd,Rajasthan,Yes,180631
Honda,Brio,VX,Hatchback,Manual,Petrol,2019,132715,1st,Maharashtra,No,231000
Maruti Suzuki,Baleno,L,Hatchback,Manual,CNG,2017,135726,1st,Telangana,No,895356
Jaguar,XE,Prestige,Sedan,Manual,Petrol,2016,101663,2nd,Bihar,No,458650
Honda,WR-V,S,SUV,Automatic,Diesel,2021,115980,2nd,Maharashtra,Yes,238548
Tata,Tiago,XE,Hatchback,Manual,Diesel,2021,64923,2nd,Punjab,No,1163712
Mahindra,TUV300,W8(O),SUV,Manual,Petrol,2017,59045,1st,Kerala,No,425234
Honda,City,VX,Sedan,Manual,Petrol,2021,142155,1st,Delhi,Yes,193449
Toyota,Innova,V,MPV,Automatic,Petrol,2020,104595,1st,Maharashtra,Yes,616275
Skoda,Kushaq,Ambition,SUV,Manual,Diesel,2022,86115,2nd,Andhra Pradesh,No,1221897
Mahindra,Thar,AX3,SUV,Automatic,Electric,2010,114986,2nd,Punjab,No,131439
Skoda,Octavia,Active,Sedan,Manual,Diesel,2003,68837,1st,Rajasthan,No,647769
Tata,Nexon,XZA+,SUV,Manual,Diesel,2020,146250,1st,North East,No,822937
Hyundai,Venue,Magna,SUV,Manual,CNG,2023,78187,1st,Maharashtra,No,572764
Honda,City,S,Sedan,Manual,Petrol,2012,158787,2nd,Maharashtra,No,151734
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2013,114296,3rd+,Delhi,No,581934
Hyundai,i10,Magna,Hatchback,Manual,CNG,2009,45977,1st,Gujarat,No,344850
Renault,Duster,RXL,SUV,Manual,Petrol,2015,128139,2nd,Delhi,No,373527
Maruti Suzuki,Baleno,Z,Hatchback,Automatic,Petrol,2019,178419,1st,Telangana,No,867116
Toyota,Etios,E,Sedan,Manual,Petrol,2018,50211,2nd,West Bengal,No,1064069
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2022,70683,1st,West Bengal,No,1004850
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Diesel,2017,70531,1st,Maharashtra,No,267960
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2011,41494,1st,Delhi,Yes,608059
Ford,Figo,Titanium,Sedan,Manual,Diesel,2014,177761,2nd,Delhi,Yes,446903
Kia,Sonet,HTK+,SUV,Automatic,CNG,2021,67678,2nd,Goa,No,1436493
Toyota,Innova,ZX,MPV,Manual,Petrol,2023,59478,2nd,West Bengal,No,1091439
Toyota,Glanza,G,Hatchback,Manual,Petrol,2020,87925,2nd,Jharkhand,No,727320
Honda,Brio,S,Hatchback,Automatic,Petrol,2014,73882,1st,Karnataka,No,1157970
Toyota,Fortuner,E,SUV,Manual,Electric,2018,79267,1st,Odisha,No,1002337
Hyundai,i10,SX,Hatchback,Manual,Petrol,2013,177279,2nd,Tamil Nadu,No,239580
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Electric,2020,105549,1st,Rajasthan,No,526680
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2023,17080,1st,Tamil Nadu,Yes,1079715
Maruti Suzuki,S-Presso,Base,Hatchback,Automatic,CNG,2019,70786,2nd,Maharashtra,Yes,851359
Honda,Brio,V,Hatchback,Manual,Diesel,2013,77707,2nd,Chandigarh,No,600039
Honda,Jazz,V,Sedan,Manual,Petrol,2015,88244,2nd,Delhi,No,616040
Maruti Suzuki,Alto,ZX,Hatchback,Automatic,Petrol,2023,36006,1st,Karnataka,No,2090880
Mahindra,Thar,W8,SUV,Manual,Petrol,2011,44691,1st,Rajasthan,No,548625
Mahindra,Thar,W8,SUV,Automatic,Petrol,2016,30032,1st,Delhi,No,1600830
Hyundai,i10,SX(O),Hatchback,Manual,Petrol,2012,143018,3rd+,Kerala,No,529031
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2017,151151,1st,Maharashtra,No,579348
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2021,75885,2nd,Delhi,No,926376
MG,Astor,Savvy,SUV,Manual,Diesel,2021,47411,2nd,Bihar,No,1580040
Tata,Altroz,XZ,Hatchback,Manual,Petrol,2022,94308,1st,Kerala,No,495900
Honda,Amaze,VX,Sedan,Manual,Petrol,2013,159539,2nd,Delhi,No,493135
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2017,172916,1st,Rajasthan,No,852862
Nissan,Sunny,XV Premium,Sedan,Manual,Petrol,2020,168248,1st,Karnataka,No,1097250
Maruti Suzuki,Swift,V,Sedan,Automatic,Petrol,2014,18482,1st,Kerala,No,273006
Maruti Suzuki,Swift,L,Sedan,Manual,CNG,2012,148288,2nd,Delhi,No,415144
Honda,City,E,Sedan,Automatic,Diesel,2023,24816,1st,Delhi,No,1149500
Hyundai,i10,Sportz,Hatchback,Manual,Petrol,2010,125677,3rd+,Haryana,Yes,443993
Honda,City,S,Sedan,Manual,Diesel,2020,72701,1st,Kerala,No,1099245
Hyundai,i10,SX,Hatchback,Manual,Diesel,2013,152705,2nd,Karnataka,No,159720
Hyundai,Creta,Era,SUV,Automatic,CNG,2021,31406,1st,Delhi,No,482790
Maruti Suzuki,Ertiga,Z,MPV,Automatic,Petrol,2015,105774,1st,Telangana,No,1133921
Hyundai,Aura,Magna,Sedan,Manual,Petrol,2020,135098,1st,Karnataka,No,1489125
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Diesel,2020,77632,2nd,Karnataka,No,1455252
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2017,14603,1st,Maharashtra,No,748440
Maruti Suzuki,Ignis,Base,Hatchback,Automatic,Diesel,2022,96401,2nd,Madhya Pradesh,No,1520098
Hyundai,Venue,Era,SUV,Manual,Petrol,2021,45919,2nd,Maharashtra,No,1727880
Hyundai,Grand i10,Magna,Hatchback,Manual,Diesel,2023,18153,1st,Andhra Pradesh,No,570000
Nissan,Micra,XV Premium,Hatchback,Manual,Petrol,2015,152279,1st,Maharashtra,No,577500
Ford,Figo,Titanium+,Sedan,Automatic,Diesel,2013,135917,2nd,Maharashtra,No,166907
Maruti Suzuki,Dzire,L,Sedan,Manual,Diesel,2009,139504,2nd,Delhi,No,473410
Maruti Suzuki,Ignis,L,Hatchback,Manual,CNG,2020,69148,2nd,Uttar Pradesh,No,1260300
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2015,117368,1st,Delhi,No,195529
Volkswagen,Polo,GT,Hatchback,Manual,Diesel,2016,160573,1st,Delhi,No,1039500
Maruti Suzuki,WagonR,V,Hatchback,Automatic,Petrol,2017,94048,2nd,Delhi,No,1037541
Kia,Seltos,GTX+,SUV,Manual,Petrol,2020,171772,2nd,Telangana,No,228690
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2020,84800,2nd,Maharashtra,No,757944
Mahindra,XUV500,W11,SUV,Manual,Diesel,2018,96298,1st,Gujarat,No,281358
Ford,EcoSport,Trend+,SUV,Manual,Petrol,2020,17951,1st,Rajasthan,No,1097250
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2020,146845,2nd,Karnataka,No,278784
Hyundai,Creta,Sportz,SUV,Automatic,Petrol,2016,162154,2nd,West Bengal,No,1173942
Hyundai,Grand i10,Era,Hatchback,Manual,Diesel,2017,163520,2nd,Madhya Pradesh,No,570570
Tata,Harrier,XZ,SUV,Manual,Petrol,2022,168601,1st,Bihar,No,1496250
Honda,Jazz,S,Sedan,Manual,Petrol,2010,26052,2nd,Gujarat,No,809248
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Diesel,2018,156951,2nd,Delhi,No,987940
Maruti Suzuki,Swift,Z,Sedan,Manual,Petrol,2020,102767,1st,Telangana,Yes,843752
Maruti Suzuki,Swift,ZX,Sedan,Automatic,Petrol,2005,31301,1st,Maharashtra,No,1365606
Maruti Suzuki,S-Presso,L,Hatchback,Manual,CNG,2021,130330,1st,Karnataka,No,1279080
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2015,122906,2nd,Bihar,No,810560
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2015,115079,1st,Delhi,No,187110
Maruti Suzuki,Swift,L,Sedan,Automatic,Petrol,2020,166590,2nd,Karnataka,No,1383814
Kia,Carens,HTX,MPV,Manual,Petrol,2022,175942,2nd,Maharashtra,No,1089000
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2019,49871,1st,Tamil Nadu,No,804650
Hyundai,i10,Asta,Hatchback,Manual,Diesel,2012,17528,2nd,Gujarat,Yes,505520
Maruti Suzuki,Ertiga,V,MPV,Manual,CNG,2014,167647,2nd,Kerala,No,229325
